Tournament,Date,Series,Court,Surface,Round,Best of,Player_1,Player_2,Winner,Rank_1,Rank_2,Pts_1,Pts_2,Odd_1,Odd_2,Score
Bet-At-Home Cup,2014-07-28,ATP250,Outdoor,Clay,1st Round,3,Ramos A.,Galovic V.,Ramos A.,97,732,591,31,1.1,7.0,6-7 7-5 6-2
Bet-At-Home Cup,2014-07-28,ATP250,Outdoor,Clay,1st Round,3,Brown D.,Riba P.,Riba P.,95,103,596,557,1.9,1.8,6-7 5-7
Bet-At-Home Cup,2014-07-28,ATP250,Outdoor,Clay,1st Round,3,Vesely J.,Struff J.L.,Vesely J.,70,76,756,703,1.66,2.1,6-4 6-4
Bet-At-Home Cup,2014-07-28,ATP250,Outdoor,Clay,1st Round,3,Souza J.,Thiem D.,Thiem D.,110,50,533,882,3.5,1.28,6-7 6-3 5-7
Bet-At-Home Cup,2014-07-29,ATP250,Outdoor,Clay,1st Round,3,Goffin D.,De Schepper K.,Goffin D.,78,102,693,561,1.18,4.5,6-2 6-4
Bet-At-Home Cup,2014-07-29,ATP250,Outdoor,Clay,1st Round,3,Gabashvili T.,Nieminen J.,Nieminen J.,66,52,780,853,1.83,1.83,4-6 4-6
Bet-At-Home Cup,2014-07-29,ATP250,Outdoor,Clay,1st Round,3,Lorenzi P.,Haase R.,Lorenzi P.,83,61,644,805,3.0,1.36,6-2 6-3
Bet-At-Home Cup,2014-07-29,ATP250,Outdoor,Clay,1st Round,3,Golubev A.,Monaco J.,Monaco J.,65,81,782,655,3.25,1.33,6-0 2-6 1-6
Bet-At-Home Cup,2014-07-29,ATP250,Outdoor,Clay,1st Round,3,Andujar P.,Melzer J.,Andujar P.,44,67,961,770,1.66,2.1,6-3 6-4
Bet-At-Home Cup,2014-07-29,ATP250,Outdoor,Clay,1st Round,3,Zverev A.,Schwartzman D.,Schwartzman D.,159,100,343,569,2.0,1.72,1-6 0-6
Bet-At-Home Cup,2014-07-30,ATP250,Outdoor,Clay,2nd Round,3,Gonzalez M.,Ramos A.,Gonzalez M.,104,97,553,591,1.83,1.83,6-4 6-4
Bet-At-Home Cup,2014-07-30,ATP250,Outdoor,Clay,2nd Round,3,Haider-Maurer A.,Rosol L.,Rosol L.,113,43,527,970,3.0,1.36,3-6 6-7
Bet-At-Home Cup,2014-07-31,ATP250,Outdoor,Clay,2nd Round,3,Goffin D.,Kohlschreiber P.,Goffin D.,78,24,693,1505,2.25,1.57,6-3 7-5
Bet-At-Home Cup,2014-07-31,ATP250,Outdoor,Clay,2nd Round,3,Andujar P.,Lorenzi P.,Lorenzi P.,44,83,961,644,1.3,3.4,2-6 0-6
Bet-At-Home Cup,2014-07-31,ATP250,Outdoor,Clay,2nd Round,3,Monaco J.,Nieminen J.,Monaco J.,81,52,655,853,1.4,2.75,6-3 6-4
Bet-At-Home Cup,2014-07-31,ATP250,Outdoor,Clay,2nd Round,3,Vesely J.,Thiem D.,Thiem D.,70,50,756,882,2.1,1.66,3-6 6-7
Bet-At-Home Cup,2014-07-31,ATP250,Outdoor,Clay,2nd Round,3,Granollers M.,Schwartzman D.,Granollers M.,28,100,1285,569,1.57,2.25,6-3 6-4
Bet-At-Home Cup,2014-07-31,ATP250,Outdoor,Clay,Quarterfinals,3,Rosol L.,Gonzalez M.,Gonzalez M.,43,104,970,553,1.5,2.5,3-6 6-4 3-6
Bet-At-Home Cup,2014-07-31,ATP250,Outdoor,Clay,Quarterfinals,3,Goffin D.,Lorenzi P.,Goffin D.,78,83,693,644,1.36,3.0,6-2 6-1
Bet-At-Home Cup,2014-08-01,ATP250,Outdoor,Clay,Quarterfinals,3,Seppi A.,Monaco J.,Monaco J.,48,81,890,655,2.25,1.57,2-6 6-3 3-6
Bet-At-Home Cup,2014-08-01,ATP250,Outdoor,Clay,Quarterfinals,3,Thiem D.,Granollers M.,Thiem D.,50,28,882,1285,1.53,2.37,6-4 7-5
Bet-At-Home Cup,2014-08-01,ATP250,Outdoor,Clay,Semifinals,3,Gonzalez M.,Goffin D.,Goffin D.,104,78,553,693,3.75,1.28,7-5 4-6 3-6
Bet-At-Home Cup,2014-08-01,ATP250,Outdoor,Clay,Semifinals,3,Thiem D.,Monaco J.,Thiem D.,50,81,882,655,1.66,2.2,6-3 6-1
Bet-At-Home Cup,2014-08-02,ATP250,Outdoor,Clay,The Final,3,Thiem D.,Goffin D.,Goffin D.,50,78,882,693,1.72,2.1,6-4 1-6 3-6
Citi Open,2014-07-28,ATP500,Outdoor,Hard,1st Round,3,Paire B.,Dancevic F.,Paire B.,98,123,585,492,1.53,2.37,6-4 6-0
Citi Open,2014-07-28,ATP500,Outdoor,Hard,1st Round,3,Falla A.,Ginepri R.,Ginepri R.,74,266,723,183,1.72,2.0,4-6 2-6
Citi Open,2014-07-28,ATP500,Outdoor,Hard,1st Round,3,Jaziri M.,Stakhovsky S.,Jaziri M.,114,79,526,672,3.25,1.33,7-6 6-4
Citi Open,2014-07-28,ATP500,Outdoor,Hard,1st Round,3,Kuznetsov Al.,Smyczek T.,Smyczek T.,168,108,308,546,2.0,1.72,3-6 0-6
Citi Open,2014-07-28,ATP500,Outdoor,Hard,1st Round,3,Ram R.,Donaldson J.,Ram R.,152,326,368,137,1.53,2.37,6-7 6-4 7-5
Citi Open,2014-07-28,ATP500,Outdoor,Hard,1st Round,3,Sugita Y.,Young D.,Young D.,131,73,459,727,2.2,1.61,4-6 6-4 4-6
Citi Open,2014-07-28,ATP500,Outdoor,Hard,1st Round,3,Matosevic M.,Marchenko I.,Matosevic M.,49,170,887,305,1.28,3.5,6-4 7-5
Citi Open,2014-07-28,ATP500,Outdoor,Hard,1st Round,3,Gonzalez A.,Tomic B.,Tomic B.,85,72,641,746,5.0,1.16,3-6 2-6
Citi Open,2014-07-29,ATP500,Outdoor,Hard,1st Round,3,Lacko L.,Peliwo F.,Lacko L.,91,270,619,179,1.16,5.0,7-5 6-3
Citi Open,2014-07-29,ATP500,Outdoor,Hard,1st Round,3,Tiafoe F.,Donskoy E.,Donskoy E.,1139,111,7,528,4.33,1.2,4-6 4-6
Citi Open,2014-07-29,ATP500,Outdoor,Hard,1st Round,3,Johnson S.,Duckworth J.,Johnson S.,68,155,766,358,1.4,2.75,6-3 7-6
Citi Open,2014-07-29,ATP500,Outdoor,Hard,1st Round,3,Groth S.,Sela D.,Sela D.,96,88,594,628,2.37,1.53,6-7 6-3 4-6
Citi Open,2014-07-29,ATP500,Outdoor,Hard,1st Round,3,Querrey S.,Russell M.,Querrey S.,63,143,790,416,1.18,4.5,6-4 6-3
Citi Open,2014-07-29,ATP500,Outdoor,Hard,1st Round,3,Kamke T.,Estrella Burgos V.,Estrella Burgos V.,77,87,699,635,1.4,2.75,2-6 6-4 6-7
Citi Open,2014-07-29,ATP500,Outdoor,Hard,1st Round,3,Sock J.,Berrer M.,Sock J.,60,124,807,489,1.16,5.0,7-6 6-4
Citi Open,2014-07-30,ATP500,Outdoor,Hard,1st Round,3,Kavcic B.,Becker B.,Becker B.,82,56,651,828,2.1,1.66,3-6 6-7
Citi Open,2014-07-29,ATP500,Outdoor,Hard,2nd Round,3,Anderson K.,Donskoy E.,Anderson K.,21,111,1605,528,1.18,4.5,6-3 6-4
Citi Open,2014-07-29,ATP500,Outdoor,Hard,2nd Round,3,Tomic B.,Istomin D.,Istomin D.,72,41,746,1040,1.4,2.75,4-6 6-7
Citi Open,2014-07-30,ATP500,Outdoor,Hard,2nd Round,3,Karlovic I.,Paire B.,Karlovic I.,31,98,1180,585,1.57,2.25,7-6 6-7 7-6
Citi Open,2014-07-30,ATP500,Outdoor,Hard,2nd Round,3,Lu Y.H.,Lacko L.,Lacko L.,42,91,993,619,1.53,2.37,1-6 4-6
Citi Open,2014-07-30,ATP500,Outdoor,Hard,2nd Round,3,Hewitt L.,Matosevic M.,Hewitt L.,45,49,960,887,2.0,1.72,6-4 6-3
Citi Open,2014-07-30,ATP500,Outdoor,Hard,2nd Round,3,Stepanek R.,Jaziri M.,Jaziri M.,35,114,1130,526,1.16,5.0,6-2 6-7 1-6
Citi Open,2014-07-30,ATP500,Outdoor,Hard,2nd Round,3,Smyczek T.,Chardy J.,Smyczek T.,108,38,546,1105,2.5,1.5,7-6 3-6 6-4
Citi Open,2014-07-30,ATP500,Outdoor,Hard,2nd Round,3,Lopez F.,Estrella Burgos V.,Estrella Burgos V.,25,87,1500,635,1.33,3.25,6-7 4-6
Citi Open,2014-07-30,ATP500,Outdoor,Hard,2nd Round,3,Nishikori K.,Querrey S.,Nishikori K.,11,63,2780,790,1.36,3.0,6-4 5-7 6-4
Citi Open,2014-07-30,ATP500,Outdoor,Hard,2nd Round,3,Benneteau J.,Young D.,Young D.,46,73,935,727,1.61,2.2,4-6 3-6
Citi Open,2014-07-30,ATP500,Outdoor,Hard,2nd Round,3,Giraldo S.,Becker B.,Giraldo S.,34,56,1135,828,1.83,1.83,6-2 7-6
Citi Open,2014-07-30,ATP500,Outdoor,Hard,2nd Round,3,Isner J.,Johnson S.,Johnson S.,12,68,2690,766,1.28,3.5,7-6 3-6 6-7
Citi Open,2014-07-30,ATP500,Outdoor,Hard,2nd Round,3,Raonic M.,Sock J.,Raonic M.,7,60,3920,807,1.25,3.75,7-6 7-6
Citi Open,2014-07-31,ATP500,Outdoor,Hard,2nd Round,3,Ram R.,Pospisil V.,Pospisil V.,152,36,368,1115,2.75,1.4,0-6 6-7
Citi Open,2014-07-31,ATP500,Outdoor,Hard,2nd Round,3,Berdych T.,Ginepri R.,Berdych T.,5,266,4410,183,1.11,6.5,6-1 6-4
Citi Open,2014-07-31,ATP500,Outdoor,Hard,2nd Round,3,Sela D.,Gasquet R.,Gasquet R.,88,14,628,2370,3.25,1.33,3-6 2-6
Citi Open,2014-07-31,ATP500,Outdoor,Hard,3rd Round,3,Johnson S.,Karlovic I.,Johnson S.,68,31,766,1180,2.1,1.66,3-6 7-6 7-6
Citi Open,2014-07-31,ATP500,Outdoor,Hard,3rd Round,3,Jaziri M.,Anderson K.,Anderson K.,114,21,526,1605,5.5,1.14,3-6 4-6
Citi Open,2014-07-31,ATP500,Outdoor,Hard,3rd Round,3,Young D.,Istomin D.,Young D.,73,41,727,1040,2.75,1.4,6-3 3-6 6-3
Citi Open,2014-07-31,ATP500,Outdoor,Hard,3rd Round,3,Hewitt L.,Raonic M.,Raonic M.,45,7,960,3920,3.5,1.28,6-7 6-7
Citi Open,2014-08-01,ATP500,Outdoor,Hard,3rd Round,3,Gasquet R.,Smyczek T.,Gasquet R.,14,108,2370,546,1.22,4.0,6-3 6-2
Citi Open,2014-08-01,ATP500,Outdoor,Hard,3rd Round,3,Berdych T.,Pospisil V.,Pospisil V.,5,36,4410,1115,1.14,5.5,2-6 4-6
Citi Open,2014-08-01,ATP500,Outdoor,Hard,3rd Round,3,Giraldo S.,Estrella Burgos V.,Giraldo S.,34,87,1135,635,1.36,3.0,6-2 6-0
Citi Open,2014-08-01,ATP500,Outdoor,Hard,3rd Round,3,Lacko L.,Nishikori K.,Nishikori K.,91,11,619,2780,6.0,1.12,2-6 6-2 3-6
Citi Open,2014-08-01,ATP500,Outdoor,Hard,Quarterfinals,3,Young D.,Anderson K.,Young D.,73,21,727,1605,3.5,1.28,3-6 7-6 6-2
Citi Open,2014-08-01,ATP500,Outdoor,Hard,Quarterfinals,3,Johnson S.,Raonic M.,Raonic M.,68,7,766,3920,4.0,1.22,6-7 2-6
Citi Open,2014-08-02,ATP500,Outdoor,Hard,Quarterfinals,3,Gasquet R.,Nishikori K.,Gasquet R.,14,11,2370,2780,2.0,1.72,6-1 6-4
Citi Open,2014-08-02,ATP500,Outdoor,Hard,Quarterfinals,3,Giraldo S.,Pospisil V.,Pospisil V.,34,36,1135,1115,2.2,1.61,7-6 3-6 4-6
Citi Open,2014-08-02,ATP500,Outdoor,Hard,Semifinals,3,Raonic M.,Young D.,Raonic M.,7,73,3920,727,1.11,6.5,6-4 7-5
Citi Open,2014-08-03,ATP500,Outdoor,Hard,Semifinals,3,Gasquet R.,Pospisil V.,Pospisil V.,14,36,2370,1115,1.36,3.25,7-6 3-6 5-7
Citi Open,2014-08-03,ATP500,Outdoor,Hard,The Final,3,Raonic M.,Pospisil V.,Raonic M.,7,36,3920,1115,1.22,4.33,6-1 6-4
Rogers Masters,2014-08-04,Masters 1000,Outdoor,Hard,1st Round,3,Delbonis F.,Chardy J.,Chardy J.,65,36,781,1105,5.0,1.16,3-6 7-5 4-6
Rogers Masters,2014-08-04,Masters 1000,Outdoor,Hard,1st Round,3,Cilic M.,Istomin D.,Cilic M.,18,39,1665,1065,1.3,3.4,6-2 4-6 7-5
Rogers Masters,2014-08-04,Masters 1000,Outdoor,Hard,1st Round,3,Falla A.,Paire B.,Paire B.,73,97,723,585,2.62,1.44,7-6 4-6 2-6
Rogers Masters,2014-08-04,Masters 1000,Outdoor,Hard,1st Round,3,Anderson K.,Kokkinakis T.,Anderson K.,21,199,1605,244,1.22,4.0,4-6 6-2 6-3
Rogers Masters,2014-08-04,Masters 1000,Outdoor,Hard,1st Round,3,Hewitt L.,Benneteau J.,Benneteau J.,42,47,1005,935,1.4,2.75,1-6 2-6
Rogers Masters,2014-08-04,Masters 1000,Outdoor,Hard,1st Round,3,Smyczek T.,Kamke T.,Smyczek T.,104,78,561,689,2.1,1.66,6-3 6-2
Rogers Masters,2014-08-04,Masters 1000,Outdoor,Hard,1st Round,3,Mahut N.,Russell M.,Russell M.,91,143,620,416,1.53,2.37,3-6 3-6
Rogers Masters,2014-08-05,Masters 1000,Outdoor,Hard,1st Round,3,Tsonga J.W.,Roger-Vasselin E.,Tsonga J.W.,15,49,1910,920,1.25,3.75,7-6 6-1
Rogers Masters,2014-08-05,Masters 1000,Outdoor,Hard,1st Round,3,Isner J.,Dodig I.,Dodig I.,14,62,2435,800,1.18,4.5,4-6 7-6 3-6
Rogers Masters,2014-08-05,Masters 1000,Outdoor,Hard,1st Round,3,Lopez F.,Bautista R.,Lopez F.,25,16,1500,1785,2.75,1.4,7-6 6-3
Rogers Masters,2014-08-05,Masters 1000,Outdoor,Hard,1st Round,3,Janowicz J.,Polansky P.,Polansky P.,52,129,855,469,1.36,3.0,6-7 4-6
Rogers Masters,2014-08-05,Masters 1000,Outdoor,Hard,1st Round,3,Kyrgios N.,Giraldo S.,Kyrgios N.,70,30,760,1205,1.72,2.0,7-6 7-5
Rogers Masters,2014-08-05,Masters 1000,Outdoor,Hard,1st Round,3,Schnur B.,Seppi A.,Seppi A.,612,51,48,890,5.0,1.16,3-6 3-6
Rogers Masters,2014-08-05,Masters 1000,Outdoor,Hard,1st Round,3,Lu Y.H.,Granollers M.,Lu Y.H.,43,37,993,1080,1.66,2.1,7-6 7-5
Rogers Masters,2014-08-05,Masters 1000,Outdoor,Hard,1st Round,3,Sousa J.,Gulbis E.,Gulbis E.,40,12,1062,2680,4.5,1.18,3-6 4-6
Rogers Masters,2014-08-05,Masters 1000,Outdoor,Hard,1st Round,3,Sock J.,Melzer J.,Sock J.,60,67,807,770,1.5,2.5,6-1 6-3
Rogers Masters,2014-08-05,Masters 1000,Outdoor,Hard,1st Round,3,Dancevic F.,Young D.,Young D.,128,50,474,899,2.5,1.5,7-5 0-6 3-6
Rogers Masters,2014-08-05,Masters 1000,Outdoor,Hard,1st Round,3,Gasquet R.,Pospisil V.,Gasquet R.,13,27,2460,1315,1.5,2.5,7-5 7-5
Rogers Masters,2014-08-05,Masters 1000,Outdoor,Hard,1st Round,3,Stepanek R.,Monfils G.,Monfils G.,34,22,1130,1545,1.9,1.8,3-6 5-7
Rogers Masters,2014-08-05,Masters 1000,Outdoor,Hard,1st Round,3,Jaziri M.,Garcia-Lopez G.,Jaziri M.,103,33,563,1133,2.99,1.45,6-4 7-6
Rogers Masters,2014-08-05,Masters 1000,Outdoor,Hard,1st Round,3,Tomic B.,Karlovic I.,Karlovic I.,74,31,721,1205,1.53,2.37,6-3 6-7 6-7
Rogers Masters,2014-08-05,Masters 1000,Outdoor,Hard,1st Round,3,Fognini F.,Youzhny M.,Fognini F.,19,23,1665,1530,1.9,1.8,6-4 6-3
Rogers Masters,2014-08-05,Masters 1000,Outdoor,Hard,1st Round,3,Kohlschreiber P.,Robredo T.,Robredo T.,24,20,1505,1645,1.66,2.1,3-6 6-7
Rogers Masters,2014-08-06,Masters 1000,Outdoor,Hard,1st Round,3,Simon G.,Thiem D.,Simon G.,35,44,1110,987,1.66,2.1,3-6 6-4 6-0
Rogers Masters,2014-08-06,Masters 1000,Outdoor,Hard,2nd Round,3,Polansky P.,Federer R.,Federer R.,129,3,469,6070,17.0,1.02,2-6 0-6
Rogers Masters,2014-08-06,Masters 1000,Outdoor,Hard,2nd Round,3,Wawrinka S.,Paire B.,Wawrinka S.,4,97,5770,585,1.22,4.0,4-6 6-3 7-6
Rogers Masters,2014-08-06,Masters 1000,Outdoor,Hard,2nd Round,3,Chardy J.,Tsonga J.W.,Tsonga J.W.,36,15,1105,1910,3.25,1.33,6-7 4-6
Rogers Masters,2014-08-06,Masters 1000,Outdoor,Hard,2nd Round,3,Murray A.,Kyrgios N.,Murray A.,9,70,3060,760,1.25,3.75,6-2 6-2
Rogers Masters,2014-08-06,Masters 1000,Outdoor,Hard,2nd Round,3,Seppi A.,Dodig I.,Dodig I.,51,62,890,800,1.9,1.8,4-6 6-3 6-7
Rogers Masters,2014-08-06,Masters 1000,Outdoor,Hard,2nd Round,3,Benneteau J.,Gulbis E.,Benneteau J.,47,12,935,2680,3.5,1.28,7-6 6-3
Rogers Masters,2014-08-06,Masters 1000,Outdoor,Hard,2nd Round,3,Karlovic I.,Gasquet R.,Gasquet R.,31,13,1205,2460,2.75,1.4,7-5 6-7 3-6
Rogers Masters,2014-08-06,Masters 1000,Outdoor,Hard,2nd Round,3,Cilic M.,Jaziri M.,Cilic M.,18,103,1665,563,1.12,6.0,4-6 6-0 7-6
Rogers Masters,2014-08-06,Masters 1000,Outdoor,Hard,2nd Round,3,Monfils G.,Djokovic N.,Djokovic N.,22,1,1545,13130,9.0,1.07,2-6 7-6 6-7
Rogers Masters,2014-08-06,Masters 1000,Outdoor,Hard,2nd Round,3,Anderson K.,Fognini F.,Anderson K.,21,19,1605,1665,1.61,2.2,7-5 6-2
Rogers Masters,2014-08-06,Masters 1000,Outdoor,Hard,2nd Round,3,Simon G.,Robredo T.,Robredo T.,35,20,1110,1645,2.5,1.5,5-7 4-6
Rogers Masters,2014-08-06,Masters 1000,Outdoor,Hard,2nd Round,3,Ferrer D.,Russell M.,Ferrer D.,7,143,4085,416,1.06,9.0,6-4 2-6 6-1
Rogers Masters,2014-08-06,Masters 1000,Outdoor,Hard,2nd Round,3,Young D.,Dimitrov G.,Dimitrov G.,50,8,899,3270,4.5,1.18,6-4 2-6 3-6
Rogers Masters,2014-08-06,Masters 1000,Outdoor,Hard,2nd Round,3,Lopez F.,Smyczek T.,Lopez F.,25,104,1500,561,1.4,2.75,7-5 6-4
Rogers Masters,2014-08-06,Masters 1000,Outdoor,Hard,2nd Round,3,Sock J.,Raonic M.,Raonic M.,60,6,807,4375,4.5,1.18,6-4 6-7 6-7
Rogers Masters,2014-08-07,Masters 1000,Outdoor,Hard,2nd Round,3,Berdych T.,Lu Y.H.,Berdych T.,5,43,4410,993,1.14,5.5,6-7 6-4 6-4
Rogers Masters,2014-08-07,Masters 1000,Outdoor,Hard,3rd Round,3,Wawrinka S.,Anderson K.,Anderson K.,4,21,5770,1605,1.36,3.0,6-7 5-7
Rogers Masters,2014-08-07,Masters 1000,Outdoor,Hard,3rd Round,3,Dimitrov G.,Robredo T.,Dimitrov G.,8,20,3270,1645,1.44,2.62,7-5 5-7 6-4
Rogers Masters,2014-08-07,Masters 1000,Outdoor,Hard,3rd Round,3,Djokovic N.,Tsonga J.W.,Tsonga J.W.,1,15,13130,1910,1.12,6.0,2-6 2-6
Rogers Masters,2014-08-07,Masters 1000,Outdoor,Hard,3rd Round,3,Ferrer D.,Dodig I.,Ferrer D.,7,62,4085,800,1.28,3.5,1-6 6-3 6-3
Rogers Masters,2014-08-07,Masters 1000,Outdoor,Hard,3rd Round,3,Benneteau J.,Raonic M.,Raonic M.,47,6,935,4375,4.33,1.2,3-6 6-4 4-6
Rogers Masters,2014-08-07,Masters 1000,Outdoor,Hard,3rd Round,3,Lopez F.,Berdych T.,Lopez F.,25,5,1500,4410,3.0,1.36,3-6 6-3 6-4
Rogers Masters,2014-08-08,Masters 1000,Outdoor,Hard,3rd Round,3,Cilic M.,Federer R.,Federer R.,18,3,1665,6070,4.0,1.25,6-7 7-6 4-6
Rogers Masters,2014-08-08,Masters 1000,Outdoor,Hard,Quarterfinals,3,Tsonga J.W.,Murray A.,Tsonga J.W.,15,9,1910,3060,3.0,1.4,7-6 4-6 6-4
Rogers Masters,2014-08-08,Masters 1000,Outdoor,Hard,Quarterfinals,3,Anderson K.,Dimitrov G.,Dimitrov G.,21,8,1605,3270,2.75,1.44,7-5 5-7 6-7
Rogers Masters,2014-08-09,Masters 1000,Outdoor,Hard,Quarterfinals,3,Lopez F.,Raonic M.,Lopez F.,25,6,1500,4375,3.75,1.28,6-4 6-7 6-3
Rogers Masters,2014-08-09,Masters 1000,Outdoor,Hard,Quarterfinals,3,Ferrer D.,Federer R.,Federer R.,7,3,4085,6070,5.0,1.16,3-6 6-4 3-6
Rogers Masters,2014-08-10,Masters 1000,Outdoor,Hard,Semifinals,3,Tsonga J.W.,Dimitrov G.,Tsonga J.W.,15,8,1910,3270,1.72,2.1,6-4 6-3
Rogers Masters,2014-08-10,Masters 1000,Outdoor,Hard,Semifinals,3,Lopez F.,Federer R.,Federer R.,25,3,1500,6070,5.0,1.16,3-6 4-6
Rogers Masters,2014-08-10,Masters 1000,Outdoor,Hard,The Final,3,Tsonga J.W.,Federer R.,Tsonga J.W.,15,3,1910,6070,2.75,1.44,7-5 7-6
Western & Southern Financial Group Masters,2014-08-10,Masters 1000,Outdoor,Hard,1st Round,3,Melzer J.,Hewitt L.,Hewitt L.,67,42,770,1015,3.0,1.36,6-3 4-6 4-6
Western & Southern Financial Group Masters,2014-08-11,Masters 1000,Outdoor,Hard,1st Round,3,Querrey S.,Falla A.,Querrey S.,61,73,785,721,1.28,3.5,6-3 6-1
Western & Southern Financial Group Masters,2014-08-11,Masters 1000,Outdoor,Hard,1st Round,3,Chardy J.,Kohlschreiber P.,Kohlschreiber P.,33,24,1140,1505,1.83,1.83,3-6 6-4 4-6
Western & Southern Financial Group Masters,2014-08-11,Masters 1000,Outdoor,Hard,1st Round,3,Lu Y.H.,Istomin D.,Lu Y.H.,43,45,1003,985,2.5,1.5,6-3 6-4
Western & Southern Financial Group Masters,2014-08-11,Masters 1000,Outdoor,Hard,1st Round,3,Sock J.,Robredo T.,Robredo T.,56,20,836,1735,2.25,1.57,6-7 3-6
Western & Southern Financial Group Masters,2014-08-11,Masters 1000,Outdoor,Hard,1st Round,3,Becker B.,Karlovic I.,Becker B.,57,28,813,1230,2.75,1.4,7-6 6-4
Western & Southern Financial Group Masters,2014-08-11,Masters 1000,Outdoor,Hard,1st Round,3,Granollers M.,Verdasco F.,Verdasco F.,39,34,1045,1100,2.5,1.5,7-5 3-6 6-7
Western & Southern Financial Group Masters,2014-08-11,Masters 1000,Outdoor,Hard,1st Round,3,Matosevic M.,Mahut N.,Matosevic M.,89,96,632,610,1.28,3.5,6-4 7-6
Western & Southern Financial Group Masters,2014-08-11,Masters 1000,Outdoor,Hard,1st Round,3,Buchanan C.,Sousa J.,Sousa J.,172,37,302,1052,2.87,1.38,7-5 6-7 6-7
Western & Southern Financial Group Masters,2014-08-11,Masters 1000,Outdoor,Hard,1st Round,3,Monfils G.,Delbonis F.,Monfils G.,23,63,1590,781,1.16,5.0,6-3 3-6 6-3
Western & Southern Financial Group Masters,2014-08-11,Masters 1000,Outdoor,Hard,1st Round,3,Gabashvili T.,Janowicz J.,Janowicz J.,64,65,780,775,2.0,1.72,4-6 4-6
Western & Southern Financial Group Masters,2014-08-12,Masters 1000,Outdoor,Hard,1st Round,3,Simon G.,Tomic B.,Simon G.,31,70,1145,746,2.2,1.61,6-3 6-2
Western & Southern Financial Group Masters,2014-08-12,Masters 1000,Outdoor,Hard,1st Round,3,Roger-Vasselin E.,Fognini F.,Fognini F.,49,21,910,1665,2.2,1.61,4-6 6-4 6-7
Western & Southern Financial Group Masters,2014-08-12,Masters 1000,Outdoor,Hard,1st Round,3,Isner J.,Anderson K.,Isner J.,14,17,2435,1775,1.66,2.1,6-3 6-4
Western & Southern Financial Group Masters,2014-08-12,Masters 1000,Outdoor,Hard,1st Round,3,Garcia-Lopez G.,Ward J.,Ward J.,32,148,1143,383,1.5,2.5,2-6 6-3 1-6
Western & Southern Financial Group Masters,2014-08-12,Masters 1000,Outdoor,Hard,1st Round,3,Cilic M.,Lopez F.,Cilic M.,19,16,1755,1850,1.4,2.75,6-3 6-4
Western & Southern Financial Group Masters,2014-08-12,Masters 1000,Outdoor,Hard,1st Round,3,Stepanek R.,Pospisil V.,Pospisil V.,35,46,1095,965,1.83,1.83,7-5 1-6 6-7
Western & Southern Financial Group Masters,2014-08-12,Masters 1000,Outdoor,Hard,1st Round,3,Ginepri R.,Thiem D.,Ginepri R.,232,44,213,987,2.75,1.4,6-3 5-7 7-5
Western & Southern Financial Group Masters,2014-08-12,Masters 1000,Outdoor,Hard,1st Round,3,Giraldo S.,Seppi A.,Seppi A.,30,52,1195,890,1.9,1.8,6-4 2-6 5-7
Western & Southern Financial Group Masters,2014-08-12,Masters 1000,Outdoor,Hard,1st Round,3,Youzhny M.,Tsonga J.W.,Youzhny M.,25,10,1495,2910,3.75,1.25,6-1 6-4
Western & Southern Financial Group Masters,2014-08-12,Masters 1000,Outdoor,Hard,1st Round,3,Dodig I.,Gulbis E.,Gulbis E.,54,13,845,2545,2.75,1.4,6-7 6-7
Western & Southern Financial Group Masters,2014-08-12,Masters 1000,Outdoor,Hard,1st Round,3,Benneteau J.,Rola B.,Benneteau J.,41,91,1015,624,1.25,3.75,6-7 6-3 7-6
Western & Southern Financial Group Masters,2014-08-12,Masters 1000,Outdoor,Hard,1st Round,3,Klizan M.,Bautista R.,Bautista R.,66,18,775,1775,4.0,1.22,2-6 6-4 5-7
Western & Southern Financial Group Masters,2014-08-13,Masters 1000,Outdoor,Hard,1st Round,3,Johnson S.,Paire B.,Johnson S.,55,103,839,565,2.1,1.66,6-4 6-1
Western & Southern Financial Group Masters,2014-08-12,Masters 1000,Outdoor,Hard,2nd Round,3,Becker B.,Wawrinka S.,Wawrinka S.,57,4,813,5850,4.5,1.18,3-6 6-7
Western & Southern Financial Group Masters,2014-08-13,Masters 1000,Outdoor,Hard,2nd Round,3,Djokovic N.,Simon G.,Djokovic N.,1,31,12860,1145,1.05,11.0,6-3 4-6 6-4
Western & Southern Financial Group Masters,2014-08-13,Masters 1000,Outdoor,Hard,2nd Round,3,Dimitrov G.,Janowicz J.,Janowicz J.,8,65,3620,775,1.22,4.0,4-6 6-3 3-6
Western & Southern Financial Group Masters,2014-08-13,Masters 1000,Outdoor,Hard,2nd Round,3,Lu Y.H.,Berdych T.,Lu Y.H.,43,5,1003,4410,4.5,1.18,3-6 6-3 6-4
Western & Southern Financial Group Masters,2014-08-13,Masters 1000,Outdoor,Hard,2nd Round,3,Sousa J.,Murray A.,Murray A.,37,9,1052,3150,10.0,1.06,3-6 3-6
Western & Southern Financial Group Masters,2014-08-13,Masters 1000,Outdoor,Hard,2nd Round,3,Youzhny M.,Seppi A.,Youzhny M.,25,52,1495,890,1.61,2.2,6-3 6-4
Western & Southern Financial Group Masters,2014-08-13,Masters 1000,Outdoor,Hard,2nd Round,3,Ward J.,Benneteau J.,Benneteau J.,148,41,383,1015,3.0,1.36,2-6 2-6
